Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2006031703326,2006-03-14 00:00:00,2006-03-03 00:00:00,PDX,Portland International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,85.0,Denied,0.0,Deny,11.0,85.0
2008012938764,2008-01-23 00:00:00,2008-01-17 00:00:00,PDX,Portland International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Books - Bibles & Bound classics; Cell Phones; Other,45.0,Denied,0.0,Deny,6.0,45.0
2008091149757,2008-09-08 00:00:00,2008-08-18 00:00:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,30.0,Denied,0.0,Deny,21.0,30.0
2005041582697,2005-04-14 00:00:00,2005-03-16 00:00:00,FLL,Ft. Lauderdale-Hollywood International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Settled,50.0,Settle,29.0,150.0
2006051906586,2006-05-17 00:00:00,2006-05-10 00:00:00,PHX,Phoenix Sky Harbor International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),120.0,Denied,0.0,Deny,7.0,120.0
2007031222103,2007-03-08 00:00:00,2006-12-08 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checkpoint,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),190.75,Settled,158.95,Settle,90.0,31.80000000000001
2006010398611,2005-12-22 00:00:00,2005-12-05 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Locks,175.0,Denied,0.0,Deny,17.0,175.0
2005081290473,2005-08-02 00:00:00,2005-05-30 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Currency,206.0,Denied,0.0,Deny,64.0,206.0
2007051525379,2007-05-09 00:00:00,2007-04-21 00:00:00,GUC,Gunnison - Crested Butte Regional Airport,UAL,Property Damage,Checkpoint,Medical Equipment & Insturments,295.0,Settled,150.0,Settle,18.0,145.0
0114353M,2004-01-14 00:00:00,2003-12-18 00:00:00,SDF,Louisville International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,390.0,Settled,195.0,Settle,27.0,195.0
2005083091893,2005-08-25 00:00:00,2005-07-30 00:00:00,BOS,Boston (Logan) International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,10.45,Approved,10.45,Approve in Full,26.0,0.0
2007071628425,2007-07-11 00:00:00,2007-07-10 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,52.0,Denied,0.0,Deny,1.0,52.0
2004112767859,2004-10-08 00:00:00,2004-09-11 00:00:00,PHX,Phoenix Sky Harbor International,America West,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),120.0,Approved,120.0,Approve in Full,27.0,0.0
2006100313553,2006-09-28 00:00:00,2006-09-22 00:00:00,CMH,Port Columbus International,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,75.41,Denied,0.0,Deny,6.0,75.41
2008040942192,2008-03-31 00:00:00,2008-03-01 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital; Other,204.24,Approved,204.24,Approve in Full,30.0,0.0
2007112835620,2007-11-26 00:00:00,2007-11-07 00:00:00,SGF,Springfield-Branson National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,22.9,Approved,22.9,Approve in Full,19.0,0.0
2004110766603,2004-09-23 00:00:00,2004-09-08 00:00:00,MSY,New Orleans International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),106.24,Settled,50.0,Settle,15.0,56.239999999999995
2006073110253,2006-07-27 00:00:00,2006-06-12 00:00:00,CLE,Cleveland Hopkins International,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),149.99,Denied,0.0,Deny,45.0,149.99
0708069M,2003-07-08 00:00:00,2003-06-22 00:00:00,MSP,Minneapolis/ St.Paul International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,414.87,Settled,294.0,Settle,16.0,120.87
2009110565147,2009-11-02 00:00:00,2009-10-26 00:00:00,SEA,Seattle-Tacoma International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,20.0,Approved,20.0,Approve in Full,7.0,0.0
2006081010692,2006-08-02 00:00:00,2006-06-25 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,127.31,Denied,0.0,Deny,38.0,127.31
2005042082942,2005-04-19 00:00:00,2005-04-06 00:00:00,RSW,Southwest Florida International,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Other,8.0,Approved,8.0,Approve in Full,13.0,0.0
2006011399564,2006-01-10 00:00:00,2005-12-26 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,43.45,Approved,43.45,Approve in Full,15.0,0.0
2007051625472,2007-05-14 00:00:00,2007-04-19 00:00:00,BOS,Boston (Logan) International Airport,Jet Blue,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),175.0,Settled,105.0,Settle,25.0,70.0
2007020920544,2007-02-07 00:00:00,2007-02-03 00:00:00,MDT,Harrisburg International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,50.0,Settle,4.0,100.0
2005032980265,2005-03-16 00:00:00,2005-02-17 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,151.08,Denied,0.0,Deny,27.0,151.08
2004100564581,2004-08-31 00:00:00,2004-08-03 00:00:00,LAX,Los Angeles International Airport,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Computer - Laptop; Other; Other,1549.98,Settled,728.06,Settle,28.0,821.9200000000001
2004092263477,2004-08-19 00:00:00,2004-07-10 00:00:00,TPA,Tampa International,Continental Airlines,Property Damage,Checked Baggage,Other,45.6,Approved,45.6,Approve in Full,40.0,0.0
2005032179051,2005-03-03 00:00:00,2005-01-17 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,600.0,Settled,500.0,Settle,45.0,100.0
2007111334845,2007-11-08 00:00:00,2007-08-22 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,62.0,Denied,0.0,Deny,78.0,62.0
2004100464417,2004-08-24 00:00:00,2004-07-22 00:00:00,SAN,San Diego International,Southwest Airlines,Property Damage,Checked Baggage,Other,250.0,Approved,225.0,Approve in Full,33.0,25.0
2006022201878,2006-02-15 00:00:00,2006-02-07 00:00:00,LGA,LaGuardia,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital,345.97,Settled,304.67,Settle,8.0,41.30000000000001
2008100850928,2008-10-06 00:00:00,2008-09-06 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),847.71,Denied,0.0,Deny,30.0,847.71
2008040141635,2008-03-19 00:00:00,2008-02-27 00:00:00,PNS,Pensacola Regional,American Airlines,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),50.0,Denied,0.0,Deny,21.0,50.0
2008041542553,2008-04-04 00:00:00,2007-09-16 00:00:00,BNA,Nashville International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,80.0,Denied,0.0,Deny,201.0,80.0
2005050283827,2005-04-29 00:00:00,2005-04-17 00:00:00,PHX,Phoenix Sky Harbor International,American West,Passenger Property Loss,Checked Baggage,Other,79.95,Denied,0.0,Deny,12.0,79.95
2004102265622,2004-09-10 00:00:00,2004-06-26 00:00:00,CMH,Port Columbus International,Southwest Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),89.25,Approved,89.25,Approve in Full,76.0,0.0
2007072028765,2007-07-17 00:00:00,2007-07-05 00:00:00,ATW,Outagamie County,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Jewelry - Costume; Watches - Inexpensive $100 or less,503.73,Denied,0.0,Deny,12.0,503.73
2007072629122,2007-07-26 00:00:00,2007-06-29 00:00:00,PHL,Philadelphia International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,32.99,Settled,16.5,Settle,27.0,16.490000000000002
2009120866255,2009-12-02 00:00:00,2009-10-23 15:30:00,SJU,Luis Munoz Marin International,UAL,Property Damage,Checked Baggage,Watches - Inexpensive $100 or less,160.88,Denied,0.0,Deny,39.0,160.88
2007040523514,2007-04-02 00:00:00,2007-03-22 00:00:00,PSP,Palm Springs International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Handbags & Purses (leather or fabric); Jewelry - Costume,160.0,Settled,80.0,Settle,11.0,80.0
2009031556253,2009-02-25 00:00:00,2009-02-06 00:00:00,PBI,Palm Beach International,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,549.98,Denied,0.0,Deny,19.0,549.98
2004051151060,2004-03-18 00:00:00,2004-02-29 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Denied,0.0,Deny,18.0,150.0
2005033080598,2005-03-23 00:00:00,2005-02-12 00:00:00,IND,Indianapolis International,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,365.0,Denied,0.0,Deny,39.0,365.0
2004111767199,2004-10-04 00:00:00,2004-05-14 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checkpoint,Cameras - Digital,349.99,Denied,0.0,Deny,143.0,349.99
2004053153909,2004-03-30 00:00:00,2004-03-19 00:00:00,HPN,Westchester County; White Plains,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,236.8,Approved,236.8,Approve in Full,11.0,0.0
2007083031161,2007-08-29 00:00:00,2007-08-28 00:00:00,SYR,Syracuse-Hancock International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,194.94,Denied,0.0,Deny,1.0,194.94
2005010572785,2004-12-17 00:00:00,2004-11-30 00:00:00,LAX,Los Angeles International Airport,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Other,260.0,Denied,0.0,Deny,17.0,260.0
2009120365995,2009-11-27 00:00:00,2009-11-06 00:00:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,249.99,Denied,0.0,Deny,21.0,249.99
2007012619585,2007-01-22 00:00:00,2006-10-09 00:00:00,OMA,Eppley Airfield,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,289.99,Denied,0.0,Deny,105.0,289.99
2005110395613,2005-10-25 00:00:00,2005-10-11 00:00:00,BOI,Boise Air Terminal/Gowen Field,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,365.0,Denied,0.0,Deny,14.0,365.0
2007041924257,2007-04-19 00:00:00,2007-02-11 00:00:00,EAT,Pangborn Memorial,Horizon Air,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,121.8,Denied,0.0,Deny,67.0,121.8
2004062857550,2004-06-07 00:00:00,2004-05-21 00:00:00,IAD,Washington Dulles International,UAL,Employee Loss (MPCECA),Checked Baggage,Other,135.0,Settled,50.0,Settle,17.0,85.0
1009044M,2003-10-09 00:00:00,2003-09-17 00:00:00,RNO,Reno/Tahoe International,America West,Passenger Property Loss,Checked Baggage,Other,99.95,Approved,99.95,Approve in Full,22.0,0.0
2007081030043,2007-08-10 00:00:00,2007-07-28 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,13.0,0.0
2006050205594,2006-04-28 00:00:00,2006-01-14 00:00:00,LGA,LaGuardia,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),448.5,Denied,0.0,Deny,104.0,448.5
0212018M,2004-02-12 00:00:00,2004-01-29 00:00:00,SJC,Norman Y Mineta San Jose International,American Airlines,Property Damage,Checked Baggage,Locks,194.84,Denied,0.0,Deny,14.0,194.84
1208531M,2003-12-08 00:00:00,2003-11-14 00:00:00,RIC,Richmond International,American Airlines,Passenger Property Loss,Checked Baggage,Other,69.99,Settled,35.0,Settle,24.0,34.989999999999995
2007120536079,2007-11-03 00:00:00,2007-11-14 00:00:00,ILM,Wilmington International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,98.0,Denied,0.0,Deny,-11.0,98.0
2006022201885,2006-02-15 00:00:00,2006-02-02 00:00:00,JAN,Jackson International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,58.5,Settled,29.25,Settle,13.0,29.25
0703035M,2003-07-03 00:00:00,2003-04-28 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,89.0,Approved,89.0,Approve in Full,66.0,0.0
2007072328896,2007-07-19 00:00:00,2007-05-14 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Luggage (all types including footlockers); Wedding Gowns,247.17,Denied,0.0,Deny,66.0,247.17
2006083011756,2006-08-24 00:00:00,2006-07-14 00:00:00,GTF,Great Falls International,Alaska Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),19.5,Approved,19.5,Approve in Full,41.0,0.0
2007121836604,2007-12-12 00:00:00,2007-12-08 00:00:00,GPT,Gulfport-Biloxi International,Delta Air Lines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),29.0,Denied,0.0,Deny,4.0,29.0
2008112052621,2008-11-18 00:00:00,2008-11-11 00:00:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,69.35,Denied,0.0,Deny,7.0,69.35
2007082730934,2007-08-23 00:00:00,2007-07-26 00:00:00,OKC,Will Rogers World,Delta Air Lines,Passenger Property Loss,Checkpoint,Watches - Inexpensive $100 or less,65.0,Approved,65.0,Approve in Full,28.0,0.0
2006112416183,2006-11-15 00:00:00,2006-11-08 00:00:00,BUF,Buffalo Niagara International,Jet Blue,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),260.98,Denied,0.0,Deny,7.0,260.98
2009022555794,2009-01-29 00:00:00,2008-12-24 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Property Damage,Checkpoint,Jewelry - Fine,200.0,Settled,50.0,Settle,36.0,150.0
2006011299478,2006-01-09 00:00:00,2005-12-15 00:00:00,DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,30.0,Approved,30.0,Approve in Full,25.0,0.0
2007102633995,2007-10-19 00:00:00,2007-10-03 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),184.0,Denied,0.0,Deny,16.0,184.0
2006092813460,2006-09-27 00:00:00,2006-09-03 00:00:00,PHX,Phoenix Sky Harbor International,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),75.56,Settled,37.78,Settle,24.0,37.78
2008110652032,2008-10-31 00:00:00,2008-08-12 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),160.0,Denied,0.0,Deny,80.0,160.0
2004122069444,2004-11-02 00:00:00,2004-10-09 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,191.32,Settled,141.32,Settle,24.0,50.0
2005051985000,2005-05-11 00:00:00,2005-02-21 00:00:00,SMX,Santa Maria Public,UAL,Passenger Property Loss,Other,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,65.0,Denied,0.0,Deny,79.0,65.0
2006010598821,2005-12-27 00:00:00,2005-12-17 00:00:00,ORF,Norfolk International,USAir,Passenger Property Loss,Checkpoint,Other,36.0,Approved,36.0,Approve in Full,10.0,0.0
2006020300950,2006-01-30 00:00:00,2005-12-21 00:00:00,COS,Colorado Springs Municipal,America West,Passenger Property Loss,Checked Baggage,Other,30.0,Approved,30.0,Approve in Full,40.0,0.0
2004101965283,2004-09-09 00:00:00,2004-08-04 00:00:00,PBI,Palm Beach International,USAir,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),85.0,Approved,85.0,Approve in Full,36.0,0.0
2007071228220,2007-07-06 00:00:00,2007-06-26 00:00:00,LIH,Lihue Airport,USAir,Passenger Property Loss,Checked Baggage,Other; Professional Equipment,500.0,Denied,0.0,Deny,10.0,500.0
0520097L,2003-05-20 00:00:00,2003-05-11 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Property Damage,Checked Baggage,Locks,25.0,Settled,12.5,Settle,9.0,12.5
2005093093510,2005-09-20 00:00:00,2005-09-09 00:00:00,GSO,Piedmont Triad International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,185.0,Denied,0.0,Deny,11.0,185.0
2005011473697,2004-12-27 00:00:00,2004-12-10 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,71.67,Approved,71.67,Approve in Full,17.0,0.0
2008061345665,2008-06-10 00:00:00,2008-04-25 00:00:00,F,Foreign airport,Air Canada,Passenger Property Loss,Checked Baggage,Jewelry - Costume,580.0,Denied,0.0,Deny,46.0,580.0
2006040604138,2006-03-28 00:00:00,2006-02-25 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checked Baggage,Luggage (all types including footlockers),30.42,Approved,30.42,Approve in Full,31.0,0.0
2006032703745,2006-03-21 00:00:00,2006-02-24 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,658.24,Settled,329.12,Settle,25.0,329.12
2009112365599,2009-11-13 00:00:00,2009-09-26 08:00:00,CHA,Chattanooga Metropolitan,Allegiant Air,Passenger Property Loss,Checked Baggage,Handbags & Purses (leather or fabric),300.44,Denied,0.0,Deny,47.0,300.44
2005012173836,2004-12-28 00:00:00,2004-12-15 00:00:00,MHT,Manchester Regional Airport,UAL,Property Damage,Checked Baggage,Other,50.0,Approved,50.0,Approve in Full,13.0,0.0
2004112067496,2004-10-05 00:00:00,2004-09-18 00:00:00,LAS,McCarran International,America West,Passenger Property Loss,Checked Baggage,Cell Phones,34.55,Approved,34.55,Approve in Full,17.0,0.0
2007101633476,2007-10-11 00:00:00,2007-09-17 00:00:00,MIA,Miami International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,12.5,Denied,0.0,Deny,24.0,12.5
2004042350073,2004-03-05 00:00:00,2004-02-13 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines,Property Damage,Checked Baggage,Locks,21.76,Approved,21.76,Approve in Full,21.0,0.0
2008043043588,2008-04-28 00:00:00,2008-04-20 00:00:00,MIA,Miami International Airport,Avianca,Passenger Property Loss,Checked Baggage,Automobile Parts,506.31,Denied,0.0,Deny,8.0,506.31
2005120797082,2005-11-23 00:00:00,2005-10-26 00:00:00,BNA,Nashville International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,729.91,Denied,0.0,Deny,28.0,729.91
